LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,TotalSF,TotalBath,TotalPorchSF,YearBuildAgo,YearRemodAddAgo,GarageYrBltAgo,MoSoldAgo,BsmtFinQuality1,OverallQual_x_TotalSF,MSZoning_FV,MSZoning_RL,MSZoning_RM,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_NAmes,Neighborhood_OldTown,Neighborhood_Sawyer,Neighborhood_Somerst,Neighborhood_StoneBr,Foundation_CBlock,Foundation_PConc,CentralAir_Y,GarageType_Attchd,GarageType_CarPort,SaleType_New,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
70.0,4438,6,5,205.0,4,3,4,3,662.0,0.0,186.0,5,848,0,848,1,1,4,3,0,1,4,2,2.0,420.0,3,3,0,149,0,0,0,0,1696.0,2.0,149,6,6,6.0,35,5.0,10176.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,11.91170829631447
50.0,3500,5,7,0.0,3,3,3,1,312.0,0.0,408.0,3,720,564,1284,2,1,3,5,0,0,0,1,1.0,240.0,3,3,0,0,35,0,0,0,2004.0,1.5,35,63,60,62.0,20,2.0,10020.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,11.608244735642321
99.0,11851,7,5,0.0,3,3,4,1,0.0,0.0,1424.0,5,1442,0,1442,3,1,3,5,0,0,0,2,2.0,500.0,3,3,0,0,34,0,0,0,2866.0,2.0,542,20,20,20.0,19,1.0,20062.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.103491596905931
40.0,13673,5,5,0.0,3,4,3,1,0.0,0.0,1140.0,3,1696,0,1696,3,1,3,8,1,1,3,2,1.0,349.0,3,3,0,0,30,0,0,0,2836.0,1.5,30,48,48,48.0,45,1.0,14180.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,11.87688084212164
73.0,12493,4,5,0.0,3,3,3,1,419.0,306.0,375.0,3,1100,0,1100,3,1,3,6,0,1,1,2,1.0,312.0,3,3,0,355,0,0,0,0,2200.0,2.0,355,50,50,50.0,32,4.0,8800.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,11.856522261533737
67.0,14364,7,5,128.0,4,3,4,4,1065.0,0.0,92.0,5,1180,882,2062,3,1,3,7,0,1,4,3,2.0,454.0,3,3,0,60,55,0,154,0,3219.0,3.5,269,22,21,22.0,44,5.0,22533.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,12.531776395271262
75.0,8250,6,7,260.0,3,3,4,1,787.0,0.0,305.0,5,1092,0,1092,3,1,3,6,0,0,0,2,2.0,504.0,3,4,0,0,0,0,0,0,2184.0,2.0,0,46,46,46.0,29,3.5,13104.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,11.884495917930655
67.0,5604,5,6,0.0,3,3,3,1,468.0,0.0,396.0,3,864,0,864,2,1,3,5,0,0,0,0,0.0,0.0,0,0,0,0,0,96,0,0,1728.0,2.0,96,85,60,2010.0,32,3.5,8640.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,11.49273296168228
83.0,10420,6,5,0.0,3,3,4,2,36.0,0.0,1176.0,5,1212,0,1212,3,1,4,6,0,0,0,2,2.0,460.0,3,3,0,100,22,0,0,0,2424.0,2.0,122,1,1,1.0,9,5.0,14544.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.133507329024972
72.0,8640,7,5,0.0,3,3,4,1,822.0,0.0,78.0,5,932,920,1852,3,1,4,7,0,1,3,2,2.0,644.0,3,3,0,168,108,0,0,0,2752.0,3.5,276,1,1,1.0,17,5.0,19264.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,True,12.439875187430008
43.0,13568,5,5,0.0,3,3,4,1,716.0,0.0,274.0,5,990,0,990,3,1,3,5,0,0,0,1,2.0,576.0,3,3,0,224,0,0,0,0,1980.0,1.5,224,15,15,14.0,53,4.0,9900.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,11.957617696467539
70.0,10900,6,7,153.0,3,3,4,1,378.0,0.0,311.0,5,689,703,1392,3,1,3,6,0,0,0,3,1.0,299.0,3,3,0,0,36,0,0,0,2081.0,1.5,36,33,33,33.0,9,5.0,12486.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,11.993813394724253
72.0,10011,5,6,64.0,3,3,3,1,360.0,0.0,710.0,3,1236,0,1236,2,1,4,6,2,1,2,1,1.0,447.0,3,3,0,0,0,0,0,0,2306.0,1.5,0,53,14,53.0,55,3.0,11530.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,11.808955099378537
65.0,8450,7,5,266.0,4,3,4,2,946.0,0.0,490.0,5,1436,0,1436,3,1,4,8,0,0,0,1,2.0,484.0,3,3,0,139,98,0,0,0,2872.0,3.0,237,6,6,6.0,32,5.0,20104.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.25486757159303
57.0,9906,4,4,0.0,3,3,3,1,0.0,0.0,686.0,2,810,518,1328,3,1,3,8,0,0,0,1,1.0,210.0,3,3,0,0,172,60,0,0,2014.0,1.0,232,85,60,70.0,51,1.0,8056.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,11.580593459194764
70.0,15660,7,9,312.0,4,4,3,1,341.0,0.0,457.0,5,1137,817,1954,3,1,4,8,0,2,3,1,2.0,431.0,3,3,0,0,119,150,0,0,2752.0,2.0,269,71,4,71.0,31,3.0,19264.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,12.649157827477366
43.0,3010,7,5,16.0,4,3,4,3,16.0,0.0,1232.0,5,1248,0,1248,2,1,4,5,0,0,0,3,2.0,438.0,3,3,0,108,0,0,0,0,2496.0,2.0,108,5,4,5.0,57,5.0,17472.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,12.027191164883384
73.0,8990,7,5,0.0,4,3,4,2,0.0,0.0,1498.0,5,1498,0,1498,2,1,4,5,0,0,0,2,2.0,675.0,3,3,0,351,33,0,0,0,2996.0,2.0,384,4,4,4.0,56,1.0,20972.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,12.230282214644559
64.0,8068,6,5,0.0,4,3,4,1,0.0,0.0,1010.0,5,1010,1257,2267,4,1,4,8,0,1,3,2,2.0,390.0,3,3,0,120,46,0,0,0,3277.0,2.5,166,8,8,8.0,12,1.0,19662.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,12.206077645517674
85.0,11475,6,6,0.0,3,3,4,1,550.0,0.0,163.0,3,811,741,1552,3,1,3,6,0,1,3,2,2.0,434.0,3,3,0,209,208,0,0,0,2265.0,3.5,417,35,35,35.0,58,4.0,13590.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,12.100161978566867
70.0,10500,4,6,0.0,3,3,3,1,524.0,180.0,160.0,4,864,0,864,2,1,3,4,0,0,0,1,2.0,576.0,3,3,0,216,0,0,0,0,1728.0,1.0,216,39,39,21.0,21,4.0,6912.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,11.48247656671073
103.0,13472,10,5,922.0,5,3,5,4,56.0,0.0,2336.0,5,2392,0,2392,3,1,5,8,0,1,5,3,3.0,968.0,3,3,0,248,105,0,0,0,4784.0,2.0,353,7,7,7.0,18,5.0,47840.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.864242696187505
21.0,1680,5,5,142.0,3,3,3,1,0.0,0.0,630.0,3,630,672,1302,3,1,3,6,0,0,0,1,1.0,280.0,3,3,0,0,0,0,0,0,1932.0,2.5,0,39,39,19.0,19,1.0,9660.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,11.626263078808801
82.0,9950,7,5,290.0,4,3,4,1,565.0,0.0,638.0,5,1214,1306,2520,4,1,4,9,0,1,3,2,3.0,721.0,3,3,0,224,114,0,0,0,3723.0,2.5,338,15,15,15.0,42,5.0,26061.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,12.577639650232573
21.0,1869,6,6,127.0,3,3,3,1,321.0,0.0,162.0,3,483,504,987,2,1,3,5,0,0,0,1,1.0,280.0,3,3,0,0,0,0,0,0,1470.0,1.5,0,40,40,23.0,27,3.5,8820.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,11.571203807011969
70.0,8521,5,5,0.0,3,3,3,1,842.0,0.0,70.0,3,912,0,912,3,1,3,5,0,1,2,1,1.0,336.0,3,3,0,0,0,0,0,0,1824.0,1.0,0,43,43,36.0,7,4.0,9120.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,11.736077016252437
43.0,3182,7,5,16.0,4,3,4,3,16.0,0.0,1357.0,5,1555,0,1555,2,1,4,7,0,1,3,3,2.0,430.0,3,3,0,143,20,0,0,0,2928.0,2.0,163,5,4,5.0,19,5.0,20496.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.167856627501678
73.0,8760,6,6,220.0,3,3,3,1,0.0,0.0,1194.0,3,1194,0,1194,3,1,3,6,0,0,0,2,1.0,312.0,3,3,0,0,0,120,0,0,2388.0,2.0,120,51,51,51.0,8,1.0,14328.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,11.904974309480181
174.0,15138,8,5,506.0,4,3,4,1,689.0,0.0,773.0,5,1490,1304,2794,4,1,5,9,0,1,3,3,3.0,810.0,3,3,0,0,146,202,0,0,4256.0,3.5,348,15,14,15.0,17,5.0,34048.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.90669432231532
21.0,1680,6,5,297.0,3,3,3,1,0.0,0.0,483.0,3,483,504,987,2,1,3,5,0,1,1,1,1.0,288.0,3,3,0,0,0,0,0,0,1470.0,1.5,0,38,38,38.0,54,1.0,8820.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,11.456365695436427
75.0,10650,5,6,0.0,3,3,3,3,182.0,712.0,0.0,3,894,0,894,3,1,3,5,0,0,0,1,1.0,308.0,3,3,0,365,0,0,0,0,1788.0,2.0,365,34,34,34.0,10,2.0,8940.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,11.761354623750297
64.0,7851,6,5,0.0,4,3,4,1,625.0,0.0,235.0,5,860,1100,1960,4,1,4,8,0,2,3,3,2.0,440.0,3,3,0,288,48,0,0,0,2820.0,3.5,336,8,8,8.0,7,5.0,16920.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,12.285350445351659
21.0,1680,6,3,604.0,3,3,3,1,358.0,0.0,125.0,3,483,504,987,2,1,3,5,0,0,0,1,1.0,264.0,3,3,0,0,0,0,0,0,1470.0,1.5,0,39,39,39.0,28,4.0,8820.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,11.402005077384885
65.0,8773,7,5,98.0,4,3,4,3,24.0,0.0,1390.0,5,1414,0,1414,3,1,4,6,0,0,0,2,2.0,494.0,3,3,0,132,105,0,0,0,2828.0,2.0,237,6,6,6.0,7,5.0,19796.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.130815551850676
67.0,9453,7,7,0.0,4,3,4,1,402.0,0.0,594.0,5,1014,730,1744,3,1,4,7,0,0,0,2,2.0,457.0,3,3,0,370,70,0,0,0,2740.0,2.5,678,17,7,17.0,10,3.0,19180.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.178192583415596
93.0,12030,8,5,254.0,5,3,5,1,0.0,0.0,1694.0,5,1694,0,1694,3,1,4,7,0,0,0,3,3.0,818.0,3,3,0,168,228,0,0,0,3388.0,2.0,396,3,3,3.0,36,1.0,27104.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,12.669809806411457
52.0,8741,6,4,0.0,3,3,3,1,94.0,0.0,641.0,3,798,689,1487,3,1,3,7,0,1,4,1,1.0,220.0,3,3,0,0,140,0,0,0,2222.0,1.5,140,65,60,61.0,8,2.0,13332.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,11.635151947212842
75.0,9000,8,5,36.0,4,3,4,3,1078.0,0.0,488.0,5,1566,0,1566,3,1,4,7,0,0,0,2,2.0,750.0,3,3,0,144,168,0,0,0,3132.0,3.0,312,2,2,2.0,8,5.0,25056.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,12.47801017053037
40.0,3880,5,9,0.0,3,4,3,1,329.0,0.0,357.0,4,866,0,866,2,1,4,4,0,0,0,0,0.0,0.0,0,0,0,58,42,0,0,0,1552.0,1.0,100,65,13,2010.0,40,4.0,7760.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,11.612779849672751
63.0,5000,5,4,0.0,3,3,3,1,0.0,0.0,540.0,4,889,551,1440,3,1,3,6,0,0,0,1,1.0,352.0,2,3,0,0,0,77,0,0,1980.0,1.0,77,110,60,70.0,56,1.0,9900.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,11.277215789596893
75.0,10762,6,6,0.0,3,3,4,1,0.0,0.0,626.0,3,626,591,1217,3,1,3,6,0,1,3,2,1.0,288.0,3,3,0,0,28,0,0,0,1843.0,1.5,28,30,30,30.0,20,1.0,11058.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,11.695255355062795
67.0,8880,7,5,0.0,4,3,4,1,695.0,0.0,253.0,5,1222,888,2110,3,1,4,8,0,2,2,2,2.0,463.0,3,3,0,0,130,0,0,0,3058.0,3.5,130,16,8,16.0,7,5.0,21406.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.230770136157428
80.0,10400,7,5,102.0,3,3,4,3,929.0,0.0,916.0,4,1872,0,1872,3,1,3,6,0,1,3,3,2.0,604.0,3,3,0,197,39,0,0,0,3717.0,2.5,236,22,22,22.0,54,5.0,26019.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,12.394628892852941
69.0,9142,6,8,0.0,3,2,2,1,0.0,0.0,1020.0,4,908,1020,1928,4,2,2,9,0,0,0,1,1.0,440.0,1,1,0,0,60,112,0,0,2948.0,2.0,172,100,60,100.0,56,1.0,17688.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,11.827743504053695
75.0,11310,6,5,0.0,3,3,3,1,0.0,0.0,1367.0,5,1375,0,1375,2,1,3,5,0,1,3,1,2.0,451.0,3,3,0,0,30,0,0,0,2742.0,1.0,30,56,56,56.0,54,1.0,16452.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,11.849404844423074
72.0,11317,7,5,101.0,4,3,4,1,0.0,0.0,840.0,5,840,828,1668,3,1,4,8,0,0,0,2,2.0,500.0,3,3,0,144,68,0,0,0,2508.0,2.5,212,7,7,7.0,39,1.0,17556.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.100717685412471
80.5,159000,6,7,472.0,4,3,4,4,697.0,0.0,747.0,4,1444,700,2144,4,1,4,7,0,2,3,3,2.0,389.0,3,3,0,0,98,0,0,0,3588.0,2.5,98,52,4,52.0,42,3.5,21528.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,12.531776395271262
55.0,5350,3,2,0.0,3,1,3,1,0.0,0.0,728.0,5,1306,0,1306,3,1,2,6,3,0,0,0,0.0,0.0,0,0,0,263,0,0,0,0,2034.0,1.0,263,70,44,2010.0,7,1.0,6102.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,11.245059091624615
44.0,4750,8,5,481.0,4,3,4,4,1573.0,0.0,0.0,5,1625,0,1625,2,1,4,5,0,1,4,3,2.0,538.0,3,3,0,123,0,0,153,0,3198.0,3.5,276,4,3,4.0,36,5.0,25584.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,12.367345048436391
65.0,8366,6,5,0.0,4,3,4,1,0.0,0.0,798.0,5,798,842,1640,3,1,4,6,0,0,0,2,2.0,520.0,3,3,0,138,45,0,0,0,2438.0,2.5,183,6,6,6.0,24,1.0,14628.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.06105265381003
85.0,9350,6,7,108.0,3,3,4,4,270.0,580.0,452.0,5,1302,0,1302,3,1,4,7,2,0,0,2,1.0,309.0,3,3,0,333,0,0,0,0,2604.0,2.5,333,46,19,46.0,38,2.0,15624.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,11.970356641102999
70.0,8400,5,6,0.0,3,4,3,1,922.0,0.0,392.0,3,1314,0,1314,3,1,3,5,0,0,0,2,1.0,294.0,3,3,0,250,0,0,0,0,2628.0,2.0,250,53,53,53.0,6,3.5,13140.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,11.884495917930655
66.0,8738,7,5,302.0,4,3,4,1,0.0,0.0,975.0,5,1005,1286,2291,4,1,4,8,0,1,3,3,2.0,429.0,3,3,0,192,0,0,0,0,3266.0,2.5,192,11,11,11.0,58,1.0,22862.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,12.345838935721968
64.0,8791,6,5,0.0,4,3,4,1,503.0,0.0,361.0,5,864,864,1728,3,1,4,7,0,0,0,2,2.0,673.0,3,3,0,216,56,0,0,0,2592.0,2.5,272,7,7,7.0,31,3.5,15552.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,12.242891437918386
68.0,8814,7,5,180.0,4,3,4,1,1334.0,0.0,270.0,5,1604,0,1604,3,1,4,8,0,1,4,2,2.0,660.0,3,3,0,123,110,0,0,0,3208.0,3.5,233,4,4,4.0,21,5.0,22456.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,12.301387370778713
80.0,12435,7,5,172.0,4,3,4,1,361.0,0.0,602.0,5,963,829,1792,3,1,4,7,0,1,3,2,2.0,564.0,3,3,0,0,96,0,0,0,2755.0,2.5,341,9,9,9.0,31,5.0,19285.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.352339472153524
70.0,12702,5,5,0.0,3,3,0,0,0.0,0.0,0.0,4,882,0,882,2,1,3,4,0,0,0,1,1.0,308.0,3,3,0,0,45,0,0,0,882.0,1.0,45,54,54,54.0,24,0.0,4410.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,11.48247656671073
120.0,19296,6,5,399.0,3,3,3,4,672.0,690.0,0.0,3,1382,0,1382,3,1,3,6,0,1,3,1,2.0,884.0,3,3,0,0,0,252,0,0,2744.0,2.0,252,48,48,19.0,19,3.5,16464.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,12.07824495582233
69.0,9588,8,5,270.0,4,3,5,1,0.0,0.0,1482.0,5,1482,1092,2574,3,1,5,10,0,1,4,3,3.0,868.0,3,3,0,0,148,0,0,0,4056.0,2.5,148,3,3,3.0,37,1.0,32448.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,12.52815976788113
88.0,8471,6,7,46.0,3,3,4,3,506.0,0.0,0.0,3,1212,0,1212,3,1,3,6,0,1,3,1,2.0,492.0,3,3,0,292,12,0,0,0,1718.0,2.0,304,33,15,32.0,53,4.0,10308.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,11.92504173829169
50.0,5500,5,7,0.0,3,3,3,1,234.0,692.0,0.0,3,926,0,1316,3,1,3,6,0,0,0,1,2.0,484.0,3,3,0,0,0,0,0,0,1852.0,2.0,0,81,9,36.0,8,2.0,9260.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,11.775297421715827
30.0,5232,5,5,0.0,3,3,2,1,0.0,0.0,680.0,4,764,0,764,2,1,3,4,0,0,0,1,2.0,504.0,3,3,2,0,0,0,0,0,1444.0,1.0,0,85,6,45.0,30,1.0,7220.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,11.19822841866684
78.0,12090,6,6,210.0,3,4,4,1,588.0,228.0,606.0,3,1422,0,1422,3,1,4,7,0,1,3,3,2.0,576.0,3,3,0,276,0,0,0,0,2844.0,2.0,276,29,29,29.0,30,5.0,17064.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,12.075400019877522
70.0,11207,6,5,0.0,3,3,4,3,714.0,0.0,88.0,4,802,709,1511,3,1,3,8,0,1,3,3,2.0,413.0,3,3,0,95,75,0,0,0,2313.0,3.5,170,13,13,13.0,54,5.0,13878.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.128116509451258
60.0,8400,5,8,0.0,3,3,3,1,378.0,0.0,342.0,5,1052,720,2192,4,1,4,8,0,1,4,1,1.0,240.0,3,3,0,262,24,0,0,0,2492.0,2.5,286,71,13,71.0,29,2.0,12460.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,12.097936057925594
71.0,6900,5,6,0.0,3,3,3,1,403.0,125.0,212.0,5,778,0,778,2,1,3,4,0,1,4,3,1.0,924.0,5,5,0,0,25,0,0,0,1518.0,1.0,25,70,55,44.0,34,4.0,7590.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,11.699413330633599
64.5,7917,6,7,174.0,3,4,3,1,751.0,0.0,392.0,3,1113,0,1113,3,1,3,6,0,1,2,2,1.0,504.0,3,4,0,370,30,0,0,0,2256.0,2.5,400,34,34,23.0,43,3.0,13536.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,11.904974309480181
84.0,10728,8,5,0.0,4,3,4,2,0.0,0.0,1095.0,4,1095,844,1939,3,1,4,8,0,1,4,2,3.0,1053.0,3,3,0,192,51,0,0,0,3034.0,2.5,243,4,4,4.0,52,1.0,24272.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,True,12.491255347155265
73.0,39104,7,7,0.0,3,3,4,4,226.0,1063.0,96.0,5,1363,0,1363,2,1,3,5,3,2,3,1,2.0,439.0,3,3,0,81,0,0,0,0,2748.0,2.0,81,56,5,56.0,32,2.0,19236.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,12.394628892852941
92.0,11764,8,7,348.0,4,3,4,1,524.0,0.0,628.0,5,1164,1106,2270,4,1,4,9,0,1,4,3,3.0,671.0,3,3,0,132,57,0,0,0,3422.0,2.5,189,11,3,11.0,8,5.0,27376.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.577639650232573
80.0,9600,6,6,183.0,3,3,3,1,620.0,620.0,0.0,4,1632,0,1632,3,1,3,6,2,1,4,2,1.0,338.0,3,3,0,289,0,0,0,0,2872.0,3.0,289,52,22,52.0,20,3.5,17232.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,11.842236406331555
76.0,8314,5,7,0.0,3,3,3,4,546.0,0.0,270.0,3,816,0,816,2,1,3,5,0,0,0,1,1.0,264.0,3,3,0,168,0,0,0,0,1632.0,1.0,168,28,28,28.0,42,4.0,8160.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,11.732069026983156
55.0,7264,7,7,0.0,4,4,3,1,0.0,0.0,952.0,4,952,596,1548,3,1,5,5,0,0,0,1,2.0,672.0,3,3,0,74,0,0,144,0,2500.0,2.5,218,85,3,32.0,14,1.0,17500.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.230770136157428
129.0,9196,7,5,0.0,4,3,5,1,0.0,0.0,1560.0,5,1560,0,1560,3,1,4,7,0,0,0,3,2.0,573.0,3,3,0,100,150,0,0,0,3120.0,2.0,250,7,7,7.0,8,1.0,21840.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.211065162153215
140.0,19138,4,5,0.0,3,3,3,1,120.0,0.0,744.0,5,864,0,864,2,1,3,4,0,0,0,1,2.0,400.0,3,3,0,0,0,0,0,0,1728.0,1.0,0,59,59,59.0,6,2.0,6912.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,11.856522261533737
107.0,14450,9,5,315.0,5,3,5,4,0.0,0.0,2121.0,5,2121,0,2121,3,1,5,8,0,1,5,3,3.0,732.0,3,3,0,124,98,0,142,0,4242.0,2.5,364,4,3,3.0,43,1.0,38178.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,12.936754021718041
83.0,10005,7,5,299.0,3,3,4,1,392.0,0.0,768.0,5,1156,866,2022,4,1,3,8,0,1,3,3,2.0,505.0,3,3,0,288,117,0,0,0,3182.0,2.5,405,33,33,33.0,33,3.0,22274.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,12.165255859329688
82.0,11287,7,6,340.0,4,3,4,3,421.0,0.0,386.0,4,1175,807,1982,3,1,4,7,0,1,3,3,2.0,575.0,3,3,0,0,84,0,0,0,2789.0,2.5,280,21,21,21.0,47,5.0,19523.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,12.339295865674435
60.0,7200,6,5,68.0,4,3,4,1,905.0,0.0,357.0,4,1262,0,1262,2,1,4,5,0,0,0,3,2.0,572.0,3,3,0,0,120,0,0,0,2524.0,2.0,120,4,4,4.0,55,5.0,15144.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,True,12.128116509451258
34.0,5063,7,5,166.0,4,3,4,1,904.0,0.0,410.0,5,1314,0,1314,2,1,4,6,0,1,4,2,2.0,626.0,3,3,0,172,62,0,0,0,2628.0,3.0,234,3,2,2.0,20,5.0,18396.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,12.242891437918386
